January - December 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KY-075,Fulton County,Kentucky,54.94,6,98,48.94
KY-077,Gallatin County,Kentucky,39.96,-2.4,40,42.36
KY-079,Garrard County,Kentucky,41.59,-5.18,31,46.77
KY-081,Grant County,Kentucky,40.48,-2.31,40,42.79
KY-083,Graves County,Kentucky,54.91,5.85,95,49.06
KY-085,Grayson County,Kentucky,50.89,1.9,70,48.99
KY-087,Green County,Kentucky,39.66,-9.4,12,49.06
KY-089,Greenup County,Kentucky,36.52,-5.18,21,41.7
KY-091,Hancock County,Kentucky,48.98,3.23,77,45.75
KY-093,Hardin County,Kentucky,47.02,0.05,60,46.97
KY-095,Harlan County,Kentucky,45.92,-6.13,24,52.05
KY-097,Harrison County,Kentucky,43.16,-0.38,55,43.54
KY-099,Hart County,Kentucky,45.61,-3.71,31,49.32
KY-101,Henderson County,Kentucky,40.06,-4.36,39,44.42
KY-103,Henry County,Kentucky,43.8,-0.28,55,44.08
KY-105,Hickman County,Kentucky,56.25,7.96,102,48.29
KY-107,Hopkins County,Kentucky,45.45,-0.47,55,45.92
KY-109,Jackson County,Kentucky,44.18,-4.13,35,48.31
KY-111,Jefferson County,Kentucky,42.74,-1.41,49,44.15
KY-113,Jessamine County,Kentucky,42.15,-3.35,39,45.5
KY-115,Johnson County,Kentucky,38.45,-5.33,25,43.78
KY-117,Kenton County,Kentucky,39.06,-2.72,34,41.78
KY-119,Knott County,Kentucky,42.08,-3.89,29,45.97
KY-121,Knox County,Kentucky,44.89,-5.36,24,50.25
KY-123,Larue County,Kentucky,42.22,-5.87,23,48.09
KY-125,Laurel County,Kentucky,43.12,-6.24,25,49.36
KY-127,Lawrence County,Kentucky,37.78,-5.49,17,43.27
KY-129,Lee County,Kentucky,44.39,-2.22,47,46.61
KY-131,Leslie County,Kentucky,45.65,-3.24,35,48.89
KY-133,Letcher County,Kentucky,39.75,-6.88,19,46.63
KY-135,Lewis County,Kentucky,41.06,-2.4,45,43.46
KY-137,Lincoln County,Kentucky,42.56,-6.01,30,48.57
KY-139,Livingston County,Kentucky,45.28,-2.11,47,47.39
KY-141,Logan County,Kentucky,48.26,-0.13,63,48.39
KY-143,Lyon County,Kentucky,46.21,-1.89,52,48.1
KY-145,McCracken County,Kentucky,53.61,6.15,97,47.46
KY-147,McCreary County,Kentucky,44.8,-5.72,25,50.52
KY-149,McLean County,Kentucky,45.72,0.71,67,45.01
KY-151,Madison County,Kentucky,42.27,-3.67,34,45.94
KY-153,Magoffin County,Kentucky,40,-4.49,31,44.49
KY-155,Marion County,Kentucky,41.49,-7.01,21,48.5
KY-157,Marshall County,Kentucky,50.73,2.53,80,48.2
KY-159,Martin County,Kentucky,42.38,-2.67,38,45.05
KY-161,Mason County,Kentucky,44.58,0.52,63,44.06
KY-163,Meade County,Kentucky,46.74,1.15,68,45.59
KY-165,Menifee County,Kentucky,41.81,-4.59,27,46.4
KY-167,Mercer County,Kentucky,42.69,-3.77,35,46.46
KY-169,Metcalfe County,Kentucky,41.74,-8.46,12,50.2
KY-171,Monroe County,Kentucky,43.27,-8.54,16,51.81
KY-173,Montgomery County,Kentucky,42.54,-4.14,32,46.68
KY-175,Morgan County,Kentucky,38.96,-5.69,23,44.65
KY-177,Muhlenberg County,Kentucky,47.45,0.78,64,46.67
KY-179,Nelson County,Kentucky,42.89,-4.13,36,47.02
KY-181,Nicholas County,Kentucky,43.1,-1.79,44,44.89
KY-183,Ohio County,Kentucky,48.54,2.17,73,46.37
KY-185,Oldham County,Kentucky,44.55,-0.01,54,44.56
KY-187,Owen County,Kentucky,42.16,-1.5,49,43.66
KY-189,Owsley County,Kentucky,45.01,-2.23,46,47.24
KY-191,Pendleton County,Kentucky,41.37,-1.87,45,43.24
KY-193,Perry County,Kentucky,44.14,-3.19,36,47.33
KY-195,Pike County,Kentucky,40.48,-3.82,31,44.3
KY-197,Powell County,Kentucky,44.19,-2.32,43,46.51
KY-199,Pulaski County,Kentucky,42.65,-7.17,21,49.82
KY-201,Robertson County,Kentucky,44.21,0.13,58,44.08
KY-203,Rockcastle County,Kentucky,42.73,-6.56,24,49.29
KY-205,Rowan County,Kentucky,38.45,-6.51,15,44.96
KY-207,Russell County,Kentucky,41.98,-8.86,15,50.84
KY-209,Scott County,Kentucky,43.71,-0.31,53,44.02
KY-211,Shelby County,Kentucky,43.55,-1.96,49,45.51
KY-213,Simpson County,Kentucky,47.49,-1.41,56,48.9
KY-215,Spencer County,Kentucky,43.01,-3.58,44,46.59
KY-217,Taylor County,Kentucky,40.1,-9.38,14,49.48
KY-219,Todd County,Kentucky,44.78,-3.5,39,48.28
KY-221,Trigg County,Kentucky,46.17,-2.54,48,48.71
KY-223,Trimble County,Kentucky,46.16,2.76,76,43.4
KY-225,Union County,Kentucky,39.16,-5.71,31,44.87
KY-227,Warren County,Kentucky,46.52,-2.52,43,49.04
KY-229,Washington County,Kentucky,43.1,-4.26,36,47.36
KY-231,Wayne County,Kentucky,43.33,-7.45,20,50.78
KY-233,Webster County,Kentucky,42.8,-2.5,45,45.3
KY-235,Whitley County,Kentucky,44.64,-5.51,28,50.15
KY-237,Wolfe County,Kentucky,42.53,-3.41,39,45.94
KY-239,Woodford County,Kentucky,43.13,-1.98,48,45.11
LA-001,Acadia Parish,Louisiana,49.96,-8.41,29,58.37
LA-003,Allen Parish,Louisiana,43.42,-15.41,9,58.83
LA-005,Ascension Parish,Louisiana,46.08,-14.44,9,60.52
LA-007,Assumption Parish,Louisiana,44.49,-16.72,9,61.21
LA-009,Avoyelles Parish,Louisiana,44.06,-13.44,10,57.5
LA-011,Beauregard Parish,Louisiana,41.09,-15.86,8,56.95
LA-013,Bienville Parish,Louisiana,44.21,-9.02,25,53.23
LA-015,Bossier Parish,Louisiana,52.24,2.55,87,49.69
LA-017,Caddo Parish,Louisiana,50.82,2.39,86,48.43
LA-019,Calcasieu Parish,Louisiana,41.06,-16.4,9,57.46
LA-021,Caldwell Parish,Louisiana,39.31,-15.21,8,54.52
LA-023,Cameron Parish,Louisiana,42.35,-14.51,13,56.86
LA-025,Catahoula Parish,Louisiana,38.04,-17.64,2,55.68
LA-027,Claiborne Parish,Louisiana,49.58,-2.75,58,52.33
LA-029,Concordia Parish,Louisiana,38.73,-17.52,5,56.25
LA-031,De Soto Parish,Louisiana,46.9,-3.12,53,50.02
LA-033,East Baton Rouge Parish,Louisiana,47.86,-12.48,14,60.34
LA-035,East Carroll Parish,Louisiana,40.44,-12.83,11,53.27
LA-037,East Feliciana Parish,Louisiana,46.7,-15,9,61.7
LA-039,Evangeline Parish,Louisiana,44.61,-14.29,11,58.9
LA-041,Franklin Parish,Louisiana,40.86,-13.16,9,54.02
LA-043,Grant Parish,Louisiana,38.2,-17.49,6,55.69
LA-045,Iberia Parish,Louisiana,45.4,-13.21,13,58.61
LA-047,Iberville Parish,Louisiana,47.53,-11.76,15,59.29
LA-049,Jackson Parish,Louisiana,43.66,-10.71,17,54.37
LA-051,Jefferson Parish,Louisiana,43.06,-18.39,6,61.45
LA-053,Jefferson Davis Parish,Louisiana,47.02,-11.55,20,58.57
LA-055,Lafayette Parish,Louisiana,47.95,-10.8,19,58.75
LA-057,Lafourche Parish,Louisiana,38.22,-23.62,1,61.84
LA-059,La Salle Parish,Louisiana,37.43,-18.79,4,56.22
LA-061,Lincoln Parish,Louisiana,45.64,-7.48,33,53.12
LA-063,Livingston Parish,Louisiana,48.05,-13.76,10,61.81
LA-065,Madison Parish,Louisiana,43.59,-9.82,20,53.41
LA-067,Morehouse Parish,Louisiana,45.43,-7.86,24,53.29
LA-069,Natchitoches Parish,Louisiana,41.84,-11.12,14,52.96
LA-071,Orleans Parish,Louisiana,43.17,-17.68,8,60.85
LA-073,Ouachita Parish,Louisiana,43.78,-9.62,22,53.4
LA-075,Plaquemines Parish,Louisiana,43.32,-17.73,8,61.05
LA-077,Pointe Coupee Parish,Louisiana,45.51,-13.62,10,59.13
LA-079,Rapides Parish,Louisiana,40.62,-16.48,6,57.1
LA-081,Red River Parish,Louisiana,44.84,-6.34,38,51.18
LA-083,Richland Parish,Louisiana,41.43,-12.2,12,53.63
LA-085,Sabine Parish,Louisiana,45.16,-6.58,39,51.74
LA-087,St. Bernard Parish,Louisiana,43.59,-17.49,7,61.08
LA-089,St. Charles Parish,Louisiana,41.06,-20.42,5,61.48
LA-091,St. Helena Parish,Louisiana,47.65,-15.37,8,63.02
LA-093,St. James Parish,Louisiana,43.74,-17.24,7,60.98
LA-095,St. John the Baptist Parish,Louisiana,41.84,-19.06,4,60.9
LA-097,St. Landry Parish,Louisiana,47.21,-11.67,18,58.88
LA-099,St. Martin Parish,Louisiana,47.05,-12.23,18,59.28
LA-101,St. Mary Parish,Louisiana,42.89,-17.14,6,60.03
LA-103,St. Tammany Parish,Louisiana,44.98,-16.5,9,61.48
LA-105,Tangipahoa Parish,Louisiana,45.06,-17.65,5,62.71
LA-107,Tensas Parish,Louisiana,40.28,-14.19,6,54.47
LA-109,Terrebonne Parish,Louisiana,34.89,-26.96,1,61.85
LA-111,Union Parish,Louisiana,52.06,-0.71,66,52.77
LA-113,Vermilion Parish,Louisiana,45.97,-12.01,15,57.98
LA-115,Vernon Parish,Louisiana,39.89,-15.75,7,55.64
LA-117,Washington Parish,Louisiana,47.55,-14.65,8,62.2
LA-119,Webster Parish,Louisiana,49.55,-1.42,63,50.97
LA-121,West Baton Rouge Parish,Louisiana,46.87,-12.33,19,59.2
LA-123,West Carroll Parish,Louisiana,39.57,-13.74,11,53.31
LA-125,West Feliciana Parish,Louisiana,44.29,-15.52,7,59.81
LA-127,Winn Parish,Louisiana,40.24,-15.1,8,55.34
ME-001,Androscoggin County,Maine,60.83,16.21,125,44.62
ME-003,Aroostook County,Maine,45.66,7.66,117,38
ME-005,Cumberland County,Maine,59.12,14.49,124,44.63
ME-007,Franklin County,Maine,59.58,15.37,126,44.21
ME-009,Hancock County,Maine,58.02,12.31,122,45.71
ME-011,Kennebec County,Maine,57.95,15.04,126,42.91
ME-013,Knox County,Maine,60.98,14.58,123,46.4
ME-015,Lincoln County,Maine,58.68,14.06,125,44.62
ME-017,Oxford County,Maine,58.54,14.75,126,43.79
ME-019,Penobscot County,Maine,52.8,11.07,122,41.73
ME-021,Piscataquis County,Maine,54.68,13.23,127,41.45
ME-023,Sagadahoc County,Maine,59.26,14.76,125,44.5
ME-025,Somerset County,Maine,54.02,12.78,126,41.24
ME-027,Waldo County,Maine,58.34,13.58,126,44.76
ME-029,Washington County,Maine,55.38,11.11,116,44.27
ME-031,York County,Maine,60.76,16.26,124,44.5
MD-001,Allegany County,Maryland,32.32,-5.19,17,37.51
MD-003,Anne Arundel County,Maryland,39.81,-2.64,49,42.45
MD-005,Baltimore County,Maryland,39.5,-3.88,41,43.38
MD-009,Calvert County,Maryland,38.56,-4.4,33,42.96
MD-011,Caroline County,Maryland,41.55,-1.88,56,43.43
MD-013,Carroll County,Maryland,36.53,-5.85,25,42.38
MD-015,Cecil County,Maryland,41.82,-1.96,52,43.78
MD-017,Charles County,Maryland,35.18,-7.04,17,42.22
MD-019,Dorchester County,Maryland,39.06,-4.45,31,43.51
MD-021,Frederick County,Maryland,34.35,-7.5,13,41.85
MD-023,Garrett County,Maryland,39.66,-5.75,18,45.41
MD-025,Harford County,Maryland,38.95,-4.78,29,43.73
MD-027,Howard County,Maryland,39.17,-3.31,37,42.48
MD-029,Kent County,Maryland,37.6,-5.25,27,42.85
MD-031,Montgomery County,Maryland,36.28,-5.27,25,41.55
MD-033,Prince George&#039;s County,Maryland,38.77,-3.52,40,42.29
MD-035,Queen Anne&#039;s County,Maryland,38.49,-4.51,31,43
MD-037,St. Mary&#039;s County,Maryland,38.84,-3.59,40,42.43
MD-039,Somerset County,Maryland,40.46,-2.24,47,42.7
MD-041,Talbot County,Maryland,39.73,-3.72,38,43.45
MD-043,Washington County,Maryland,31.83,-7.31,10,39.14
MD-045,Wicomico County,Maryland,40.71,-2.96,43,43.67
MD-047,Worcester County,Maryland,40.68,-2.43,47,43.11
MD-510,Baltimore City,Maryland,40.29,-2.58,46,42.87
MD-511,Washington, D.C.,Washington, D.C.,38.03,-3.57,36,41.6
MA-001,Barnstable County,Massachusetts,49.2,5.67,99,43.53
MA-003,Berkshire County,Massachusetts,57.33,11.84,123,45.49
MA-005,Bristol County,Massachusetts,55.15,10.56,116,44.59
MA-007,Dukes County,Massachusetts,45.63,2.71,84,42.92
MA-009,Essex County,Massachusetts,58.36,15.59,125,42.77
MA-011,Franklin County,Massachusetts,58.9,13.9,124,45
MA-013,Hampden County,Massachusetts,61.24,14.89,124,46.35
MA-015,Hampshire County,Massachusetts,59.67,13.89,124,45.78
MA-017,Middlesex County,Massachusetts,59.65,16.22,128,43.43
MA-019,Nantucket County,Massachusetts,33.85,-7.82,9,41.67
MA-021,Norfolk County,Massachusetts,58.95,13.96,122,44.99
MA-023,Plymouth County,Massachusetts,54.81,9.74,111,45.07
MA-025,Suffolk County,Massachusetts,57.63,13.32,122,44.31
MA-027,Worcester County,Massachusetts,59.92,15.42,125,44.5
MI-001,Alcona County,Michigan,29.06,0.38,65,28.68
MI-003,Alger County,Michigan,34.96,2.69,88,32.27
MI-005,Allegan County,Michigan,38.76,4.52,102,34.24
MI-007,Alpena County,Michigan,30.01,0.97,68,29.04
MI-009,Antrim County,Michigan,32.65,1.08,70,31.57
MI-011,Arenac County,Michigan,30.37,1.97,87,28.4
MI-013,Baraga County,Michigan,33.3,1,70,32.3
MI-015,Barry County,Michigan,38.2,5,108,33.2
MI-017,Bay County,Michigan,33.7,4.73,105,28.97
MI-019,Benzie County,Michigan,28.31,-3.21,32,31.52
MI-021,Berrien County,Michigan,41.33,4.83,110,36.5
MI-023,Branch County,Michigan,35.6,1.14,66,34.46
MI-025,Calhoun County,Michigan,37.41,3.68,95,33.73
MI-027,Cass County,Michigan,41.13,5.16,110,35.97
MI-029,Charlevoix County,Michigan,32.15,1.35,68,30.8
MI-031,Cheboygan County,Michigan,29.93,1.16,68,28.77
MI-033,Chippewa County,Michigan,32.4,0.52,69,31.88
MI-035,Clare County,Michigan,31.5,1.88,82,29.62
MI-037,Clinton County,Michigan,37.56,6.77,115,30.79
MI-039,Crawford County,Michigan,30.73,0.21,63,30.52
MI-041,Delta County,Michigan,29.17,-1.67,44,30.84
MI-043,Dickinson County,Michigan,27.28,-2.43,38,29.71
MI-045,Eaton County,Michigan,38.75,6.92,115,31.83
MI-047,Emmet County,Michigan,29.78,-0,53,29.78
MI-049,Genesee County,Michigan,39.12,9.03,124,30.09
MI-051,Gladwin County,Michigan,31.64,2.74,92,28.9
MI-053,Gogebic County,Michigan,32.19,-0.55,53,32.74
MI-055,Grand Traverse County,Michigan,29.02,-1.49,39,30.51
MI-057,Gratiot County,Michigan,37.01,6.9,119,30.11
MI-059,Hillsdale County,Michigan,33.28,-0.89,53,34.17
MI-061,Houghton County,Michigan,28.87,-1.58,52,30.45
MI-063,Huron County,Michigan,33.97,4.3,104,29.67
MI-065,Ingham County,Michigan,36.96,6.17,111,30.79
MI-067,Ionia County,Michigan,37.77,6.01,108,31.76
MI-069,Iosco County,Michigan,30.17,1.34,79,28.83
MI-071,Iron County,Michigan,28.59,-2,44,30.59
MI-073,Isabella County,Michigan,35.66,5.87,114,29.79
MI-075,Jackson County,Michigan,34.94,3.43,94,31.51
MI-077,Kalamazoo County,Michigan,39.71,5.12,109,34.59
MI-079,Kalkaska County,Michigan,32.01,0.65,68,31.36
MI-081,Kent County,Michigan,36.27,3.35,94,32.92
MI-083,Keweenaw County,Michigan,30.02,0.79,74,29.23
MI-085,Lake County,Michigan,28.29,-4.3,20,32.59
MI-087,Lapeer County,Michigan,41.11,11.24,128,29.87
MI-089,Leelanau County,Michigan,30.04,-0.2,57,30.24
MI-091,Lenawee County,Michigan,33.89,2.13,79,31.76
MI-093,Livingston County,Michigan,36.04,5.51,108,30.53
MI-095,Luce County,Michigan,31.48,-0.51,57,31.99
MI-097,Mackinac County,Michigan,30.45,-0.16,56,30.61
MI-099,Macomb County,Michigan,39.36,9.11,124,30.26
MI-101,Manistee County,Michigan,27.31,-4.31,19,31.62
MI-103,Marquette County,Michigan,34.99,3.53,96,31.46
MI-105,Mason County,Michigan,28.12,-2.97,31,31.09
MI-107,Mecosta County,Michigan,30.37,-1.08,47,31.45
MI-109,Menominee County,Michigan,27.07,-2.9,32,29.97
MI-111,Midland County,Michigan,35.17,5.98,114,29.19
MI-113,Missaukee County,Michigan,29.31,-0.58,49,29.89
MI-115,Monroe County,Michigan,34.42,3.3,96,31.12
MI-117,Montcalm County,Michigan,36.32,4.73,103,31.6
MI-119,Montmorency County,Michigan,29.36,1.02,73,28.34
MI-121,Muskegon County,Michigan,34.64,2.51,87,32.13
MI-123,Newaygo County,Michigan,31.32,-1.21,48,32.53
MI-125,Oakland County,Michigan,38.71,8.03,120,30.68
MI-127,Oceana County,Michigan,33.49,1.67,81,31.82
MI-129,Ogemaw County,Michigan,30.71,1.84,83,28.87
MI-131,Ontonagon County,Michigan,29.41,-2.19,36,31.6
MI-133,Osceola County,Michigan,28.19,-2.86,27,31.05
MI-135,Oscoda County,Michigan,29.09,0.31,63,28.78
MI-137,Otsego County,Michigan,31.62,1.48,76,30.14
MI-139,Ottawa County,Michigan,35.04,2.03,83,33.01
MI-141,Presque Isle County,Michigan,30.24,1.35,72,28.89
MI-143,Roscommon County,Michigan,30.71,1.12,73,29.59
MI-145,Saginaw County,Michigan,37.72,8.21,123,29.51
MI-147,St. Clair County,Michigan,40.09,9.47,124,30.62
MI-149,St. Joseph County,Michigan,37.15,2.87,86,34.28
MI-151,Sanilac County,Michigan,36.66,6.62,119,30.04
MI-153,Schoolcraft County,Michigan,32.49,1.11,69,31.38
MI-155,Shiawassee County,Michigan,39.56,9.52,126,30.04
MI-157,Tuscola County,Michigan,37.24,7.74,120,29.5
MI-159,Van Buren County,Michigan,41.34,5.87,110,35.47
MI-161,Washtenaw County,Michigan,34.56,4.7,104,29.86
MI-163,Wayne County,Michigan,36.85,6.21,115,30.64
MI-165,Wexford County,Michigan,29.08,-2.83,30,31.91
MN-001,Aitkin County,Minnesota,25.08,-1.91,37,26.99
MN-003,Anoka County,Minnesota,28.03,-1.13,52,29.16
MN-005,Becker County,Minnesota,21.4,-2.38,35,23.78
MN-007,Beltrami County,Minnesota,19.27,-4.25,16,23.52
MN-009,Benton County,Minnesota,27.12,0.43,63,26.69
MN-011,Big Stone County,Minnesota,24.01,1.38,77,22.63
MN-013,Blue Earth County,Minnesota,28.32,-0.57,58,28.89
MN-015,Brown County,Minnesota,28.73,0.89,72,27.84
MN-017,Carlton County,Minnesota,27.43,-0.53,53,27.96
MN-019,Carver County,Minnesota,26.65,-1.83,48,28.48
MN-021,Cass County,Minnesota,22.54,-3.05,26,25.59
MN-023,Chippewa County,Minnesota,24.93,0.23,66,24.7
MN-025,Chisago County,Minnesota,27.75,-1.48,51,29.23
MN-027,Clay County,Minnesota,21.63,-0.17,51,21.8
MN-029,Clearwater County,Minnesota,20.13,-3.45,27,23.58
MN-031,Cook County,Minnesota,28.42,-0.82,52,29.24
MN-033,Cottonwood County,Minnesota,29.78,2.94,90,26.84
MN-035,Crow Wing County,Minnesota,25.38,-0.39,55,25.77
MN-037,Dakota County,Minnesota,28.53,-0.76,58,29.29
MN-039,Dodge County,Minnesota,30.39,0.11,62,30.28
MN-041,Douglas County,Minnesota,21.71,-3.13,28,24.84
MN-043,Faribault County,Minnesota,27.39,-2.21,44,29.6
MN-045,Fillmore County,Minnesota,27.86,-4.21,26,32.07
MN-047,Freeborn County,Minnesota,26.67,-4.17,30,30.84
MN-049,Goodhue County,Minnesota,31.38,1.6,76,29.78
MN-051,Grant County,Minnesota,23.51,0.02,58,23.49
MN-053,Hennepin County,Minnesota,28.39,-0.54,61,28.93
MN-055,Houston County,Minnesota,27.67,-4.59,25,32.26
MN-057,Hubbard County,Minnesota,21.09,-4.13,20,25.22
MN-059,Isanti County,Minnesota,24.57,-4.21,28,28.78
MN-061,Itasca County,Minnesota,21.94,-3.46,24,25.4
MN-063,Jackson County,Minnesota,29.97,2.55,86,27.42
MN-065,Kanabec County,Minnesota,27.4,-0.51,59,27.91
MN-067,Kandiyohi County,Minnesota,21.45,-3.9,27,25.35
MN-069,Kittson County,Minnesota,14.33,-5.93,8,20.26
MN-071,Koochiching County,Minnesota,23.19,-2.4,37,25.59
MN-073,Lac qui Parle County,Minnesota,24.48,0.6,69,23.88
MN-075,Lake County,Minnesota,28.43,-0.17,59,28.6
MN-077,Lake of the Woods County,Minnesota,17.4,-5.5,8,22.9
MN-079,Le Sueur County,Minnesota,28.75,-0.4,56,29.15
MN-081,Lincoln County,Minnesota,24.62,0.06,63,24.56
MN-083,Lyon County,Minnesota,26.35,1.53,80,24.82
MN-085,McLeod County,Minnesota,18.16,-9.42,6,27.58
MN-087,Mahnomen County,Minnesota,20.48,-2.53,34,23.01
MN-089,Marshall County,Minnesota,13.74,-6.9,4,20.64
MN-091,Martin County,Minnesota,29.77,1.2,78,28.57
MN-093,Meeker County,Minnesota,19.16,-6.96,11,26.12
MN-095,Mille Lacs County,Minnesota,25.82,-1.68,50,27.5
MN-097,Morrison County,Minnesota,24.29,-1.6,43,25.89
MN-099,Mower County,Minnesota,28.97,-2.73,42,31.7
MN-101,Murray County,Minnesota,24.13,-1.88,43,26.01
MN-103,Nicollet County,Minnesota,23.07,-5.93,18,29
MN-105,Nobles County,Minnesota,23.32,-3.7,29,27.02
MN-107,Norman County,Minnesota,19.76,-1.71,38,21.47
MN-109,Olmsted County,Minnesota,29.66,-1.32,53,30.98
MN-111,Otter Tail County,Minnesota,22.84,-1.2,45,24.04
MN-113,Pennington County,Minnesota,14.16,-7.11,4,21.27
MN-115,Pine County,Minnesota,28.08,-0.66,55,28.74
MN-117,Pipestone County,Minnesota,19.39,-5.58,14,24.97
MN-119,Polk County,Minnesota,17.15,-3.99,18,21.14
MN-121,Pope County,Minnesota,22.06,-2.39,36,24.45
MN-123,Ramsey County,Minnesota,32.71,3.62,95,29.09
MN-125,Red Lake County,Minnesota,16.02,-5.5,9,21.52
MN-127,Redwood County,Minnesota,27.5,1.59,83,25.91
MN-129,Renville County,Minnesota,23.78,-2.63,37,26.41
MN-131,Rice County,Minnesota,32.35,3.02,83,29.33
MN-133,Rock County,Minnesota,18.41,-7.56,7,25.97
MN-135,Roseau County,Minnesota,15.55,-5.78,6,21.33
MN-137,St. Louis County,Minnesota,27.62,0.42,65,27.2
MN-139,Scott County,Minnesota,29.34,0.45,65,28.89
MN-141,Sherburne County,Minnesota,24.55,-3.13,33,27.68
MN-143,Sibley County,Minnesota,20.61,-7.96,6,28.57
MN-145,Stearns County,Minnesota,23.63,-1.8,42,25.43
MN-147,Steele County,Minnesota,31.05,1.4,72,29.65
MN-149,Stevens County,Minnesota,23.71,0.35,64,23.36
MN-151,Swift County,Minnesota,22.43,-1.72,42,24.15
MN-153,Todd County,Minnesota,22.7,-2.38,32,25.08
MN-155,Traverse County,Minnesota,25.83,3.7,100,22.13
MN-157,Wabasha County,Minnesota,30.2,-0.39,54,30.59
MN-159,Wadena County,Minnesota,23.08,-2.32,41,25.4
MN-161,Waseca County,Minnesota,29.23,0.01,64,29.22
MN-163,Washington County,Minnesota,32.5,3.12,92,29.38
MN-165,Watonwan County,Minnesota,32.41,4.36,104,28.05
MN-167,Wilkin County,Minnesota,22.38,0.17,64,22.21
MN-169,Winona County,Minnesota,31.66,-0.18,56,31.84
MN-171,Wright County,Minnesota,20.5,-7.08,9,27.58
MN-173,Yellow Medicine County,Minnesota,26.29,1.67,76,24.62
MS-001,Adams County,Mississippi,39.55,-17.01,5,56.56
MS-003,Alcorn County,Mississippi,54.03,0.68,71,53.35
MS-005,Amite County,Mississippi,46.09,-15.24,12,61.33
MS-007,Attala County,Mississippi,46.18,-6.92,29,53.1
MS-009,Benton County,Mississippi,52.66,-1.63,57,54.29
MS-011,Bolivar County,Mississippi,47.7,-4.18,47,51.88
MS-013,Calhoun County,Mississippi,41.37,-12.29,9,53.66
MS-015,Carroll County,Mississippi,43.33,-9.63,18,52.96
MS-017,Chickasaw County,Mississippi,46.77,-6.73,32,53.5
MS-019,Choctaw County,Mississippi,46.85,-7.02,29,53.87
MS-021,Claiborne County,Mississippi,41.08,-13.85,5,54.93
MS-023,Clarke County,Mississippi,51.43,-6.05,36,57.48
MS-025,Clay County,Mississippi,48.45,-4.53,46,52.98
MS-027,Coahoma County,Mississippi,46.76,-4.96,44,51.72
MS-029,Copiah County,Mississippi,43.47,-12.11,10,55.58
MS-031,Covington County,Mississippi,47.19,-10.16,18,57.35
MS-033,DeSoto County,Mississippi,52.84,1.31,67,51.53
MS-035,Forrest County,Mississippi,49.84,-9.84,19,59.68
MS-037,Franklin County,Mississippi,44.18,-14.35,8,58.53
MS-039,George County,Mississippi,56.01,-7.64,34,63.65
MS-041,Greene County,Mississippi,56.43,-4.81,42,61.24
MS-043,Grenada County,Mississippi,43.42,-9.38,16,52.8
MS-045,Hancock County,Mississippi,46.05,-16.15,14,62.2
MS-047,Harrison County,Mississippi,45.49,-16.97,11,62.46
MS-049,Hinds County,Mississippi,45.73,-7.24,28,52.97
MS-051,Holmes County,Mississippi,44.15,-8.46,21,52.61
MS-053,Humphreys County,Mississippi,43.7,-9.01,26,52.71
MS-055,Issaquena County,Mississippi,42.04,-10.9,14,52.94
MS-057,Itawamba County,Mississippi,52.44,-1.14,65,53.58
MS-059,Jackson County,Mississippi,55.43,-7.24,28,62.67
MS-061,Jasper County,Mississippi,49.58,-8.15,24,57.73
MS-063,Jefferson County,Mississippi,40.69,-15.43,5,56.12
MS-065,Jefferson Davis County,Mississippi,46.65,-11.47,14,58.12
MS-067,Jones County,Mississippi,48.19,-9.9,19,58.09
MS-069,Kemper County,Mississippi,48.01,-6.1,33,54.11
MS-071,Lafayette County,Mississippi,48.63,-5.08,43,53.71
MS-073,Lamar County,Mississippi,48.24,-11.73,12,59.97
MS-075,Lauderdale County,Mississippi,50.05,-5.8,37,55.85
MS-077,Lawrence County,Mississippi,44.69,-13.13,10,57.82
MS-079,Leake County,Mississippi,46.64,-7.42,25,54.06
MS-081,Lee County,Mississippi,52.84,-0.4,71,53.24
MS-083,Leflore County,Mississippi,42.67,-9.74,17,52.41
MS-085,Lincoln County,Mississippi,44.91,-13.57,11,58.48
MS-087,Lowndes County,Mississippi,48.02,-4.79,42,52.81
MS-089,Madison County,Mississippi,47.62,-4.71,40,52.33
MS-091,Marion County,Mississippi,46.66,-13.35,8,60.01
MS-093,Marshall County,Mississippi,53.77,0.17,67,53.6
MS-095,Monroe County,Mississippi,50.39,-3.49,50,53.88
MS-097,Montgomery County,Mississippi,46.14,-6.94,31,53.08
MS-099,Neshoba County,Mississippi,46.97,-7.96,25,54.93
MS-101,Newton County,Mississippi,49.91,-6.26,32,56.17
MS-103,Noxubee County,Mississippi,46.18,-5.76,36,51.94
MS-105,Oktibbeha County,Mississippi,47.08,-5.52,39,52.6
MS-107,Panola County,Mississippi,48.9,-4.63,44,53.53
MS-109,Pearl River County,Mississippi,49.69,-11.98,17,61.67
MS-111,Perry County,Mississippi,53.64,-7.1,32,60.74
MS-113,Pike County,Mississippi,45.86,-15.45,9,61.31
MS-115,Pontotoc County,Mississippi,49.08,-4.51,49,53.59
MS-117,Prentiss County,Mississippi,55.48,1.7,79,53.78
MS-119,Quitman County,Mississippi,47.63,-4.96,45,52.59
MS-121,Rankin County,Mississippi,45.3,-8.33,21,53.63
MS-123,Scott County,Mississippi,47.74,-6.93,32,54.67
